ts,dr_pos,dr_vel,dr_acc,sub_pos,force_goal,force_ped,force_obj
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
18,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
19,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
20,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
21,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
22,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
23,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
24,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
25,"(None, None, None)","(None, None, None)","(None, None, None)","(None, None, None)",0,0,0
